satisfaction_level,evaluation_score,projects,monthly_hours,tenure,accident,left,promoted,salary_level,department_Information Technology,department_Research and Development,department_Accounting,department_Human Resources,department_Management,department_Marketing,department_Product Management,department_Sales,department_Support,department_Technical,overtime,workload,stress_level
0.67,0.52,2,102,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144.2497833620557,215.29818412247118
0.72,0.85,3,186,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,322.1614502078112,447.44645862196
0.68,0.51,4,224,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,448.0,658.8235294117646
0.65,0.98,3,283,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,490.17037854199225,754.1082746799881
0.72,0.98,5,197,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,440.5053915674586,611.8130438436925
0.51,0.79,5,267,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,597.0301499924439,1170.6473529263606
0.8,0.58,4,172,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,344.0,430.0
0.83,0.93,4,261,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,522.0,628.9156626506025
0.15,0.86,3,204,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,353.3383647440509,2355.589098293673
0.5,0.73,4,237,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,474.0,948.0
0.8,0.55,2,212,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,299.8132752230962,374.7665940288702
0.96,0.62,4,217,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,434.0,452.08333333333337
0.67,0.7,5,159,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,355.5348084224666,530.6489677947262
0.98,0.96,5,139,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,310.81344887247076,317.15658048211304
0.88,0.59,5,230,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,514.2956348249517,584.4268577556269
0.85,0.79,3,157,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,271.9319767883137,319.9199726921338
0.75,0.7,5,269,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,601.5022859474435,802.0030479299247
0.38,0.77,2,170,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,240.41630560342617,632.6744884300689
0.55,0.82,2,197,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,278.60007178749976,506.5455850681813
0.63,0.89,4,246,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,492.0,780.952380952381
0.78,0.51,4,278,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,556.0,712.8205128205128
0.99,0.84,5,138,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,308.577380894971,311.69432413633433
0.72,0.87,3,238,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,412.22809220139277,572.5390169463789
0.14,0.83,5,175,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,391.31189606246323,2795.084971874737
0.81,0.67,4,216,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,432.0,533.3333333333333
0.73,0.86,4,196,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,392.0,536.986301369863
0.58,0.8,5,187,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,418.14471179246067,720.9391582628633
0.24,0.85,4,155,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,310.0,1291.6666666666667
0.31,0.86,3,205,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,355.0704155516198,1145.3884372632897
0.74,0.63,3,230,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,398.37168574084177,538.3401158660024
0.86,0.69,5,157,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,351.062672467467,408.21240984589184
0.22,0.8,4,287,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,574.0,2609.090909090909
0.66,0.7,4,161,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,322.0,487.8787878787879
0.21,0.76,5,239,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,534.4202466224498,2544.858317249761
0.95,0.61,3,267,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,462.4575656208902,486.79743749567393
0.24,0.55,5,208,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,465.1021393199563,1937.925580499818
0.66,0.95,3,133,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,230.36275740666068,349.03448091918284
0.88,0.86,3,187,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,323.89350101538,368.0607966083864
0.67,0.61,4,140,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,280.0,417.910447761194
0.75,0.58,4,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,540.0,720.0
0.93,0.48,3,147,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,254.61146871262494,273.7757728092741
0.64,0.71,3,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,313.50119616996676,489.84561901557305
0.51,0.53,3,156,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,270.19992598074487,529.803776432833
0.98,0.5,4,207,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,414.0,422.44897959183675
0.72,0.63,4,241,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,482.0,669.4444444444445
0.51,0.75,4,154,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,308.0,603.9215686274509
0.54,0.58,4,206,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,412.0,762.9629629629629
0.99,0.76,4,204,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,408.0,412.1212121212121
0.44,0.9,4,117,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,234.0,531.8181818181819
0.74,0.48,5,144,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,321.99378875996973,435.12674156752666
0.9,0.77,3,156,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,270.19992598074487,300.2221399786054
0.86,0.58,4,211,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,422.0,490.69767441860466
0.66,0.52,3,149,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,258.0755703277627,391.02359140570104
0.64,0.96,4,152,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,304.0,475.0
0.5,0.59,4,192,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,384.0,768.0
0.88,0.68,4,274,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,548.0,622.7272727272727
0.72,0.47,5,168,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,375.65942021996466,521.7491947499509
0.53,0.53,4,205,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,410.0,773.5849056603773
0.83,0.77,3,228,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,394.907584125704,475.79227003096867
0.24,0.52,4,228,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,456.0,1900.0
0.66,0.75,5,227,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,507.5874308924523,769.071864988564
0.43,0.63,3,156,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,270.19992598074487,628.3719208854532
0.75,0.66,5,177,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,395.7840320174628,527.7120426899504
0.42,0.89,6,188,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,460.50407164323747,1096.4382658172321
0.54,0.74,3,185,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,320.4293994002423,593.3877766671153
0.84,0.85,3,153,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,265.00377355803823,315.4806828071884
0.95,0.79,4,174,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,348.0,366.3157894736842
0.6,0.61,4,209,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,418.0,696.6666666666667
0.95,0.71,3,251,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,434.7447526997882,457.6260554734613
0.62,0.89,3,153,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,265.00377355803823,427.4254412226423
0.89,0.73,3,210,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,363.7306695894642,408.6861456061395
0.73,0.93,5,167,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,373.4233522424649,511.5388386883081
0.86,0.94,3,151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261.53967194290044,304.1158976080238
0.76,0.73,3,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,273.6640275958826,360.0842468366876
0.91,0.76,3,116,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200.91789367798975,220.7888941516371
1.0,0.81,5,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,398.0200999949626,398.0200999949626
0.98,0.78,4,155,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,310.0,316.3265306122449
0.65,0.89,3,151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261.53967194290044,402.36872606600065
0.62,0.79,4,216,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,432.0,696.7741935483871
0.83,0.82,5,179,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,400.2561679724624,482.236346954774
0.75,1.0,4,135,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,270.0,360.0
0.82,0.63,4,232,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,464.0,565.8536585365854
0.69,0.68,4,168,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,336.0,486.9565217391305
0.41,0.96,6,171,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,418.8627460159234,1021.6164536973741
0.52,0.64,5,258,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,576.9055381949457,1109.4337272979726
0.74,0.86,3,221,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,382.7832284727219,517.2746330712458
0.33,0.96,5,97,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,216.89859381747962,657.2684661135746
0.8,0.69,3,164,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,284.05633244129587,355.0704155516198
0.82,0.89,4,237,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,474.0,578.048780487805
0.59,0.65,5,161,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,360.00694437746614,610.1812616567223
0.98,0.8,4,134,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,268.0,273.46938775510205
0.93,0.94,4,188,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,376.0,404.30107526881716
0.49,0.95,4,181,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,362.0,738.7755102040817
0.6,0.94,4,160,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,320.0,533.3333333333334
0.34,0.82,6,197,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,482.54947932828605,1419.2631744949588
0.71,0.77,3,145,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,251.1473670974872,353.7286860527989
0.6,0.64,5,221,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,494.17102302745354,823.6183717124226
0.12,0.78,6,260,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,636.8673331236263,5307.2277760302195
0.16,0.87,3,99,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,171.47302994931883,1071.7064371832425
0.57,0.61,3,243,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,420.88834623923714,738.4006074372581
0.72,0.8,5,244,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,545.6005865099487,757.7785923749287
0.91,0.55,4,179,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,358.0,393.4065934065934
0.95,0.49,4,146,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,292.0,307.3684210526316
0.71,0.9,3,262,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,453.7973115830458,639.1511430747124
0.9,0.69,4,174,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,348.0,386.66666666666663
0.66,0.81,4,148,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,296.0,448.48484848484844
0.48,0.59,5,235,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,525.4759747124506,1094.7416139842721
0.82,0.82,5,285,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,637.2793735874401,777.1699677895612
0.83,0.79,4,143,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,286.0,344.5783132530121
0.85,0.82,6,141,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,345.3780537324281,406.3271220381507
0.84,0.47,3,125,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,216.50635094610965,257.74565588822577
0.99,0.51,4,232,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,464.0,468.6868686868687
0.54,0.72,3,172,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,297.91273890184686,551.6902572256423
0.64,0.42,5,283,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,632.8072376324405,988.7613088006883
0.67,0.68,3,189,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,327.3576026305178,488.59343676196687
0.48,0.54,2,144,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,203.6467529817257,424.2640687119286
0.58,0.77,4,145,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,290.0,500.00000000000006
0.54,0.59,3,200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,346.41016151377545,641.5002990995841
0.25,0.65,3,264,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,457.26141319818356,1829.0456527927342
0.9,0.53,3,215,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,372.3909236273086,413.76769291923176
0.48,0.39,4,272,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,544.0,1133.3333333333335
0.76,0.9,5,142,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,317.52165280497013,417.7916484275923
0.72,0.53,5,240,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,536.6563145999496,745.35599249993
0.95,0.66,4,168,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,336.0,353.6842105263158
0.73,0.55,4,171,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,342.0,468.4931506849315
0.93,0.7,3,159,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,275.3960784034515,296.1248154875822
0.89,0.61,3,175,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,303.1088913245535,340.5717880051163
0.7,0.97,4,244,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,488.0,697.1428571428572
0.98,0.57,3,198,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,342.94605989863766,349.94495908024254
0.72,0.65,5,151,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,337.64626460246825,468.95314528120593
0.49,0.69,2,188,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,265.8721497261419,542.5962239309018
0.15,0.85,3,199,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,344.67811070620655,2297.8540713747107
0.57,0.96,4,257,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,514.0,901.7543859649123
0.21,0.81,4,144,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,288.0,1371.4285714285716
0.46,0.57,4,275,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,550.0,1195.6521739130435
0.56,0.52,3,243,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,420.88834623923714,751.5863325700662
0.81,0.66,3,181,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,313.50119616996676,387.0385137900824
0.93,0.59,5,172,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,384.60369212996386,413.5523571289934
0.82,0.97,3,244,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,422.62039704680603,515.3907281058611
0.76,0.51,4,242,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,484.0,636.8421052631579
0.97,0.81,3,249,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,431.2806510846504,444.61922792232
0.38,0.81,5,128,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,286.2167011199731,753.2018450525608
0.46,0.49,3,213,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,368.9268220121708,802.0148304612409
0.34,0.57,4,152,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,304.0,894.1176470588234
0.63,0.76,4,245,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,490.0,777.7777777777778
0.57,0.56,4,113,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,226.0,396.49122807017545
0.17,0.76,4,280,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,560.0,3294.1176470588234
0.74,0.67,3,273,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,472.84987046630346,638.9863114409507
0.59,0.56,4,221,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,442.0,749.1525423728814
0.49,0.61,5,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,297.39704100747207,606.932736749943
0.49,0.58,3,136,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235.5589098293673,480.73246903952514
0.61,0.71,4,243,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,486.0,796.7213114754098
0.81,0.79,5,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,301.8691769624716,372.6779962499649
0.74,0.63,3,231,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,400.1037365484106,540.6807250654198
0.91,0.98,3,259,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,448.6011591603392,492.9683067696035
0.71,0.66,3,238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,412.22809220139277,580.6029467625251
0.73,0.71,3,210,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,363.7306695894642,498.2611912184441
0.44,0.4,3,120,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,207.84609690826525,472.3774929733301
0.6,0.56,2,203,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,287.08535316173834,478.47558860289723
0.73,0.88,4,148,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,296.0,405.47945205479454
0.8,0.54,4,258,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,516.0,645.0
0.97,0.5,3,225,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,389.71143170299734,401.7643625804096
0.99,0.75,4,208,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,416.0,420.2020202020202
0.96,0.82,4,274,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,548.0,570.8333333333334
0.24,0.7,5,147,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,328.7019926924691,1369.5916362186213
0.45,0.39,2,167,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,236.17366491630688,524.830366480682
0.74,0.96,4,154,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,308.0,416.2162162162162
0.6,0.98,4,195,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,390.0,650.0
0.67,0.56,3,237,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,410.4960413938239,612.680658796752
0.57,0.99,4,222,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,444.0,778.9473684210527
0.87,0.71,5,145,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,324.2298567374695,372.67799624996496
0.25,0.83,3,257,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,445.13705754520146,1780.5482301808058
0.98,0.84,3,286,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,495.3665309646989,505.4760520047948
0.3,0.64,2,137,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,193.74725804511402,645.8241934837134
0.21,0.52,5,130,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290.6888370749727,1384.23255749987
0.56,0.7,3,214,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,370.6588728197397,661.8908443209638
0.75,0.96,3,138,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,239.02301144450504,318.6973485926734
0.5,0.77,3,166,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,287.5204340564336,575.0408681128672
0.61,0.92,4,159,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,318.0,521.311475409836
0.83,0.59,5,160,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,357.77087639996637,431.0492486746583
0.66,0.76,3,155,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,268.46787517317597,406.7695078381454
0.84,0.68,3,231,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,400.1037365484106,476.3139720814412
0.87,0.57,4,227,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,454.0,521.8390804597701
0.48,0.37,3,181,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,313.50119616996676,653.1274920207641
0.84,0.79,4,222,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,444.0,528.5714285714286
0.49,0.71,3,196,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,339.4819582834999,692.8203230275509
0.67,0.93,3,206,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,356.8024663591887,532.5409945659533
0.12,0.93,6,257,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,629.5188638952767,5245.99053246064
0.99,0.67,5,153,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,342.11840055746785,345.57414197724023
0.17,0.59,5,250,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,559.0169943749474,3288.335261029102
0.58,0.66,3,250,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,433.0127018922193,746.5736239521023
0.5,0.73,3,148,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,256.3435195201938,512.6870390403876
0.35,0.69,3,141,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,244.21916386721168,697.7690396206049
0.93,0.95,6,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,360.07499218912716,387.17741095605066
0.73,0.87,3,142,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,245.95121467478057,336.91947215723366
0.91,0.54,3,210,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,363.7306695894642,399.7040325158947
0.72,0.66,3,152,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,263.27172275046934,365.655170486763
0.51,0.39,3,149,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,258.0755703277627,506.03053005443667
0.55,0.92,3,198,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,342.94605989863766,623.5382907247957
0.66,0.76,3,139,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,240.75506225207394,364.7803973516272
0.84,0.41,6,255,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,624.6198844097104,743.5951004877505
0.81,0.8,4,229,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,458.0,565.4320987654321
0.81,0.69,5,134,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,299.63310898497184,369.9174184999652
0.5,0.75,5,255,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,570.1973342624464,1140.3946685248927
0.78,0.68,5,189,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,422.61684774746027,541.8164714711029
0.76,0.74,3,183,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,316.96529778510455,417.0596023488218
0.49,0.71,3,154,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,266.7358243656071,544.3588252359328
0.99,0.61,3,167,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,289.2524848640025,292.17422713535603
0.73,0.48,4,139,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,278.0,380.8219178082192
0.88,0.74,5,245,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,547.8366544874485,622.5416528266461
0.79,0.91,4,200,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,400.0,506.3291139240506
0.83,0.98,3,159,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,275.3960784034515,331.802504100544
0.21,0.44,4,163,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,326.0,1552.3809523809525
0.87,0.52,3,158,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,273.6640275958826,314.55635355848574
1.0,0.89,3,194,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,336.0178566683622,336.0178566683622
0.49,0.98,3,267,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,462.4575656208902,943.7909502467147
0.51,0.63,3,183,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,316.96529778510455,621.5005838923619
0.63,0.64,3,174,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,301.37684051698466,478.3759373285471
0.91,0.63,4,240,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,480.0,527.4725274725274
0.54,0.5,2,123,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,173.9482681718907,322.12642254053833
1.0,0.59,4,174,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,348.0,348.0
0.64,0.91,5,246,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,550.0727224649482,859.4886288514816
0.65,0.96,5,173,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,386.83976010746363,595.138092473021
0.15,0.93,4,185,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,370.0,2466.666666666667
0.81,0.83,4,259,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,518.0,639.5061728395061
0.61,0.83,3,112,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,193.98969044771425,318.01588597985943
0.86,0.55,5,219,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,489.69888707245394,569.4173105493651
0.71,0.62,3,258,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,446.8691083527703,629.3931103560145
0.72,0.82,5,287,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,641.7515095424396,891.3215410311662
0.84,0.37,5,186,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,415.9086438149609,495.1293378749535
0.38,0.74,3,159,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,275.3960784034515,724.726522114346
0.75,0.56,4,230,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,460.0,613.3333333333334
0.93,0.77,5,106,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,237.0232056149777,254.86366195158894
0.71,0.64,4,189,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,378.0,532.3943661971831
0.75,0.96,3,252,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,436.47680350735703,581.9690713431427
0.56,0.68,4,220,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,440.0,785.7142857142857
0.57,0.82,5,218,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,487.46281909495417,855.1979282367618
